SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,WEEK_DAY,PREG_LACT,BREASTFEEDING,sum_ENERGY_kcal,WEEKEND,adm2_,adm2_9,adm2_3,adm2_1,adm2_8,adm2_5,adm2_7,adm2_2,adm2_4,adm2_6
37420,4960,1,29,10,5,NA,NA,1726,0,9,1,0,0,0,0,0,0,0,0
37434,10347,1,25,30,1,NA,NA,2365,1,4,0,0,0,0,0,0,0,1,0
37439,662,1,52,10,5,NA,NA,1579,0,9,1,0,0,0,0,0,0,0,0
37476,2565,1,45,4,4,NA,NA,1487,0,8,0,0,0,1,0,0,0,0,0
37524,10509,1,20,18,3,NA,NA,2640,0,1,0,0,1,0,0,0,0,0,0
37525,7718,1,39,29,2,NA,NA,2569,0,7,0,0,0,0,0,1,0,0,0
37563,11350,1,72,23,7,NA,NA,1940,1,9,1,0,0,0,0,0,0,0,0
37605,11860,1,45,12,7,NA,NA,2314,1,6,0,0,0,0,0,0,0,0,1
37620,901,1,37,8,2,NA,NA,1737,0,4,0,0,0,0,0,0,0,1,0
37679,4797,1,65,11,4,NA,NA,1972,0,8,0,0,0,1,0,0,0,0,0
37698,7391,1,65,6,3,NA,NA,1151,0,1,0,0,1,0,0,0,0,0,0
37713,5460,1,55,16,4,NA,NA,1347,0,5,0,0,0,0,1,0,0,0,0
37746,5791,1,45,21,5,NA,NA,3874,0,7,0,0,0,0,0,1,0,0,0
37752,3606,1,60,1,3,NA,NA,2303,0,1,0,0,1,0,0,0,0,0,0
37790,3796,1,30,18,3,NA,NA,1432,0,5,0,0,0,0,1,0,0,0,0
37808,7009,1,27,3,7,NA,NA,1058,1,9,1,0,0,0,0,0,0,0,0
37812,5380,1,62,6,6,NA,NA,3040,0,8,0,0,0,1,0,0,0,0,0
37841,6280,1,29,14,4,NA,NA,1713,0,9,1,0,0,0,0,0,0,0,0
37876,8740,1,24,12,2,NA,NA,3325,0,4,0,0,0,0,0,0,0,1,0
37913,2146,1,29,10,5,NA,NA,826,0,6,0,0,0,0,0,0,0,0,1
37933,6645,1,28,8,1,NA,NA,2380,1,8,0,0,0,1,0,0,0,0,0
37958,2690,1,28,16,4,NA,NA,1769,0,5,0,0,0,0,1,0,0,0,0
37968,11482,1,30,27,5,NA,NA,1744,0,3,0,1,0,0,0,0,0,0,0
37978,6545,1,60,22,2,NA,NA,1561,0,6,0,0,0,0,0,0,0,0,1
37981,1545,1,37,18,3,NA,NA,1849,0,1,0,0,1,0,0,0,0,0,0
37983,707,1,32,4,6,NA,NA,1580,0,3,0,1,0,0,0,0,0,0,0
38045,1480,1,23,3,5,NA,NA,1753,0,7,0,0,0,0,0,1,0,0,0
38081,2397,1,35,23,7,NA,NA,1486,1,7,0,0,0,0,0,1,0,0,0
38162,2399,1,59,9,2,NA,NA,2084,0,8,0,0,0,1,0,0,0,0,0
38164,2594,1,25,12,7,NA,NA,2155,1,6,0,0,0,0,0,0,0,0,1
38243,8859,1,35,22,7,NA,NA,1906,1,2,0,0,0,0,0,0,1,0,0
38285,3247,1,64,8,3,NA,NA,2527,0,9,1,0,0,0,0,0,0,0,0
38320,10145,1,18,20,5,NA,NA,1083,0,5,0,0,0,0,1,0,0,0,0
38321,2854,1,80,1,3,NA,NA,1433,0,3,0,1,0,0,0,0,0,0,0
38364,8334,1,32,28,3,NA,NA,1767,0,1,0,0,1,0,0,0,0,0,0
38369,4404,1,50,25,2,NA,NA,2678,0,7,0,0,0,0,0,1,0,0,0
38465,10897,1,49,26,2,NA,NA,1522,0,4,0,0,0,0,0,0,0,1,0
38484,3101,1,70,27,7,NA,NA,2989,1,7,0,0,0,0,0,1,0,0,0
38508,4661,1,35,6,3,NA,NA,1830,0,1,0,0,1,0,0,0,0,0,0
38519,11818,1,38,2,5,NA,NA,2321,0,7,0,0,0,0,0,1,0,0,0
38572,6150,1,58,18,6,NA,NA,1914,0,5,0,0,0,0,1,0,0,0,0
38573,1054,1,50,8,3,NA,NA,1569,0,3,0,1,0,0,0,0,0,0,0
38579,3483,1,55,21,3,NA,NA,1419,0,8,0,0,0,1,0,0,0,0,0
38580,11401,1,25,10,5,NA,NA,2083,0,9,1,0,0,0,0,0,0,0,0
38689,10503,1,36,6,6,NA,NA,797,0,8,0,0,0,1,0,0,0,0,0
38715,496,1,32,6,1,NA,NA,1822,1,7,0,0,0,0,0,1,0,0,0
38725,1281,1,20,16,6,NA,NA,1726,0,9,1,0,0,0,0,0,0,0,0
38958,8339,1,62,6,4,NA,NA,1670,0,3,0,1,0,0,0,0,0,0,0
39097,2654,1,36,23,6,NA,NA,1610,0,2,0,0,0,0,0,0,1,0,0
39151,9887,1,40,28,3,NA,NA,1538,0,1,0,0,1,0,0,0,0,0,0
39164,2703,1,60,16,6,NA,NA,1632,0,9,1,0,0,0,0,0,0,0,0
39300,4619,1,66,4,5,NA,NA,1781,0,4,0,0,0,0,0,0,0,1,0
39312,5835,1,45,15,7,NA,NA,2821,1,8,0,0,0,1,0,0,0,0,0
39367,824,1,45,17,1,NA,NA,1605,1,6,0,0,0,0,0,0,0,0,1
39372,5888,1,65,22,6,NA,NA,2385,0,7,0,0,0,0,0,1,0,0,0
39384,8971,1,19,9,6,NA,NA,893,0,9,1,0,0,0,0,0,0,0,0
39389,9358,1,30,14,6,NA,NA,3428,0,1,0,0,1,0,0,0,0,0,0
39430,6355,1,60,3,7,NA,NA,1812,1,9,1,0,0,0,0,0,0,0,0
39510,2275,1,90,14,3,NA,NA,960,0,8,0,0,0,1,0,0,0,0,0
39524,11082,1,35,19,3,NA,NA,1986,0,9,1,0,0,0,0,0,0,0,0
39558,11182,1,48,22,5,NA,NA,1228,0,2,0,0,0,0,0,0,1,0,0
39569,6858,1,60,22,2,NA,NA,2586,0,6,0,0,0,0,0,0,0,0,1
39579,6233,1,50,20,3,NA,NA,1385,0,9,1,0,0,0,0,0,0,0,0
39643,4863,1,55,8,1,NA,NA,1781,1,8,0,0,0,1,0,0,0,0,0
39670,5192,1,56,20,2,NA,NA,2429,0,8,0,0,0,1,0,0,0,0,0
39674,10891,1,25,23,3,NA,NA,1713,0,3,0,1,0,0,0,0,0,0,0
39710,6352,1,25,11,4,NA,NA,1541,0,2,0,0,0,0,0,0,1,0,0
